id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas,interaccion,audio_path,latencia_ms,t_total_ms_numeric,distancia_verdad_cm,distancia_estimada_cm,diferencia_distancia_pct,clasificacion_distancia,texto_verdad,texto_predicho
2931,2026-01-02T01:14:39.366495,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.3,,converted output to speech,,,1.3,0,,,,,,
2932,2026-01-02T01:14:39.945577,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,starting,,,,0.6,,,,,,
2933,2026-01-02T01:14:40.610103,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,finished (42857 bytes),,,,0.7,,,,,,
2934,2026-01-02T01:14:40.617664,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2935,2026-01-02T01:14:40.621963,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,42857 bytes,,,,0,,,,,,
2936,2026-01-02T01:14:40.772977,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768,,,,0.2,,,,,,
2937,2026-01-02T01:14:40.801110,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2938,2026-01-02T01:14:41.114830,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334481104.png,,,,0.3,,,,,,
2939,2026-01-02T01:14:41.117817,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2676,2026-01-02T01:13:57.212891,MOBILE,OCR,"2B, 3.5, 3.6",,,,| il VELOCIDAD MAXIMA,,00:00.3,,,"result: ""|
il
VELOCIDAD
MAXIMA""",,,,0.3,,,,,50 VELOCIDAD MÁXIMA,| il VELOCIDAD MAXIMA
2941,2026-01-02T01:14:41.949317,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334481104.png,,,,0,,,,,,
2942,2026-01-02T01:14:41.951791,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"h b s VELOCIDAD MÁXIMA""",,,,0,,,,,,
2943,2026-01-02T01:14:41.965270,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.0,,converted output to speech,,,2,0,,,,,,
2944,2026-01-02T01:14:42.433549,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting,,,,0.5,,,,,,
2945,2026-01-02T01:14:42.687320,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (43283 bytes),,,,0.3,,,,,,
2946,2026-01-02T01:14:42.689483,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2947,2026-01-02T01:14:42.691779,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43283 bytes,,,,0,,,,,,
2948,2026-01-02T01:14:42.831122,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2949,2026-01-02T01:14:42.859764,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2950,2026-01-02T01:14:43.160638,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334483136.png,,,,0.3,,,,,,
2951,2026-01-02T01:14:43.172990,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2664,2026-01-02T01:13:55.309877,MOBILE,OCR,"2B, 3.5, 3.6",,,,U 11 b = E VELOCIDAD MÁXIMA,,00:00.5,,,"result: ""U
11
b =
E
VELOCIDAD
MÁXIMA""",,,,0.5,,,,,50 VELOCIDAD MÁXIMA,U 11 b = E VELOCIDAD MÁXIMA
2953,2026-01-02T01:14:43.749890,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334483136.png,,,,0,,,,,,
2954,2026-01-02T01:14:43.751748,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"M . P “ - VELOCIDAD IMA Fe""",,,,0,,,,,,
2955,2026-01-02T01:14:43.757967,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.3,,converted output to speech,,,1.3,0,,,,,,
2956,2026-01-02T01:14:44.398922,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,starting,,,,0.6,,,,,,
2957,2026-01-02T01:14:44.777713,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (42889 bytes),,,,0.4,,,,,,
2958,2026-01-02T01:14:44.780001,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2959,2026-01-02T01:14:44.782294,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,42889 bytes,,,,0,,,,,,
2960,2026-01-02T01:14:44.955736,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768,,,,0.2,,,,,,
2961,2026-01-02T01:14:44.966124,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2962,2026-01-02T01:14:45.251480,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334485242.png,,,,0.3,,,,,,
2963,2026-01-02T01:14:45.252921,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2652,2026-01-02T01:13:53.537411,MOBILE,OCR,"2B, 3.5, 3.6",,,,' 50 VELOCIDAD MÁXIMA — — =,,00:00.3,,,"result: ""'
50
VELOCIDAD
MÁXIMA
—
—
=""",,,,0.3,,,,,50 VELOCIDAD MÁXIMA,' 50 VELOCIDAD MÁXIMA — — =
2965,2026-01-02T01:14:45.837596,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334485242.png,,,,0,,,,,,
2966,2026-01-02T01:14:45.839697,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"v A Ea n = — P—:- VELOCIDAD MÁXIMA m""",,,,0,,,,,,
2967,2026-01-02T01:14:45.846173,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.4,,converted output to speech,,,1.4,0,,,,,,
2968,2026-01-02T01:14:48.327943,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:02.5,,,starting,,,,2.5,,,,,,
2969,2026-01-02T01:14:48.903592,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (43129 bytes),,,,0.6,,,,,,
2970,2026-01-02T01:14:48.909207,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2971,2026-01-02T01:14:48.912150,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43129 bytes,,,,0,,,,,,
2972,2026-01-02T01:14:49.069026,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768,,,,0.2,,,,,,
2973,2026-01-02T01:14:49.101942,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2974,2026-01-02T01:14:49.437011,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334489409.png,,,,0.3,,,,,,
2975,2026-01-02T01:14:49.470937,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2640,2026-01-02T01:13:51.483713,MOBILE,OCR,"2B, 3.5, 3.6",,,,— VELOGIDAD MAXIMA —,,00:00.4,,,"result: ""— VELOGIDAD
MAXIMA
—""",,,,0.4,,,,,50 VELOCIDAD MÁXIMA,— VELOGIDAD MAXIMA —
2977,2026-01-02T01:14:50.071337,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334489409.png,,,,0,,,,,,
2978,2026-01-02T01:14:50.074404,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"r u 1= = - U — VELOCIDAD MÁXIMA""",,,,0,,,,,,
2979,2026-01-02T01:14:50.081065,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.8,,converted output to speech,,,1.8,0,,,,,,
2980,2026-01-02T01:18:21.518297,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,03:31.4,,,starting,,,,211.4,,,,,,
2981,2026-01-02T01:18:21.899123,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (43018 bytes),,,,0.4,,,,,,
2982,2026-01-02T01:18:21.902886,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2983,2026-01-02T01:18:21.946633,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43018 bytes,,,,0,,,,,,
2984,2026-01-02T01:18:22.116271,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768,,,,0.2,,,,,,
2985,2026-01-02T01:18:22.124990,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2986,2026-01-02T01:18:22.430621,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334702426.png,,,,0.3,,,,,,
2987,2026-01-02T01:18:22.432909,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2628,2026-01-02T01:13:49.443929,MOBILE,OCR,"2B, 3.5, 3.6",,,,5 18 & u ;ﬁmdlmo MAXIMA =,,00:01.0,,,"result: ""5
18
&
u ;ﬁmdlmo
MAXIMA
=""",,,,1,,,,,50 VELOCIDAD MÁXIMA,5 18 & u ;ﬁmdlmo MAXIMA =
2989,2026-01-02T01:18:23.099393,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334702426.png,,,,0,,,,,,
2990,2026-01-02T01:18:23.101676,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"E E Y ® - y — 7 E- — IDAD MÁXIMA -""",,,,0,,,,,,
2991,2026-01-02T01:18:23.109059,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.6,,converted output to speech,,,1.6,0,,,,,,
2992,2026-01-02T01:18:23.623659,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting,,,,0.5,,,,,,
2993,2026-01-02T01:18:23.986959,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (43328 bytes),,,,0.4,,,,,,
2994,2026-01-02T01:18:23.989541,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2995,2026-01-02T01:18:24.016124,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43328 bytes,,,,0,,,,,,
2996,2026-01-02T01:18:24.154504,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2997,2026-01-02T01:18:24.165131,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2998,2026-01-02T01:18:24.449875,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334704445.png,,,,0.3,,,,,,
2999,2026-01-02T01:18:24.452233,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2616,2026-01-02T01:13:46.720060,MOBILE,OCR,"2B, 3.5, 3.6",,,,E = IDAD,,00:00.3,,,"result: ""E
=
IDAD""",,,,0.3,,,,,,E = IDAD
3001,2026-01-02T01:18:25.271474,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334704445.png,,,,0,,,,,,
3002,2026-01-02T01:18:25.272853,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"s | E ea — VELOCIDAD MÁXIMA en""",,,,0,,,,,,
3003,2026-01-02T01:18:25.277594,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.7,,converted output to speech,,,1.7,0,,,,,,
3004,2026-01-02T01:18:25.707134,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,starting,,,,0.4,,,,,,
3005,2026-01-02T01:18:26.083734,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (66710 bytes),,,,0.4,,,,,,
3006,2026-01-02T01:18:26.085039,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
3007,2026-01-02T01:18:26.086130,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,66710 bytes,,,,0,,,,,,
3008,2026-01-02T01:18:26.225762,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
3009,2026-01-02T01:18:26.245747,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
3010,2026-01-02T01:18:26.614379,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.4,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334706604.png,,,,0.4,,,,,,
3011,2026-01-02T01:18:26.616502,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2604,2026-01-02T01:13:44.857741,MOBILE,OCR,"2B, 3.5, 3.6",,,,1 - . — …&ELI—L;CIDAD MÁXIMA —,,00:01.1,,,"result: ""1
- .
— …&ELI—L;CIDAD
MÁXIMA
—""",,,,1.1,,,,,,1 - . — …&ELI—L;CIDAD MÁXIMA —
3013,2026-01-02T01:18:30.565970,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334706604.png,,,,0,,,,,,
3014,2026-01-02T01:18:30.568892,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"_ - a =. * =4 S i EA “ e = n , Ea S = = E a — . n j = E = i 1 e = - = e i T = g s s h T S A A = E de u = a = = g a = * s E ﬁﬁ‘r = A e s - d . a e = . — e T = T 9 e T, z a X de AA a E = = R ya y et e R""",,,,0,,,,,,
3015,2026-01-02T01:18:30.576672,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:04.9,,converted output to speech,,,4.9,0,,,,,,
3016,2026-01-02T01:18:32.494843,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.9,,,starting,,,,1.9,,,,,,
3017,2026-01-02T01:18:32.663618,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,finished (33093 bytes),,,,0.2,,,,,,
3018,2026-01-02T01:18:32.669418,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
3019,2026-01-02T01:18:32.671116,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,33093 bytes,,,,0,,,,,,
3020,2026-01-02T01:18:32.799447,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
3021,2026-01-02T01:18:32.818330,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
3022,2026-01-02T01:18:33.068224,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334713059.png,,,,0.2,,,,,,
3023,2026-01-02T01:18:33.071417,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2580,2026-01-02T01:13:40.533657,MOBILE,OCR,"2B, 3.5, 3.6",,,,a 50 VE¡;hcmAn - MÁXIMA [,,00:00.9,,,"result: ""a
50
VE¡;hcmAn
- MÁXIMA
[""",,,,0.9,,,,,,a 50 VE¡;hcmAn - MÁXIMA [
3025,2026-01-02T01:18:34.687451,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.2,,converted output to speech,,,2.2,0,,,,,,
3026,2026-01-02T01:18:35.773793,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,starting,,,,1.1,,,,,,
3027,2026-01-02T01:18:36.248107,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,finished (36383 bytes),,,,0.5,,,,,,
3028,2026-01-02T01:18:36.250315,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
3029,2026-01-02T01:18:36.251661,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,36383 bytes,,,,0,,,,,,
3030,2026-01-02T01:18:36.379469,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
3031,2026-01-02T01:18:36.406442,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
3032,2026-01-02T01:18:36.693277,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334716689.png,,,,0.3,,,,,,
3033,2026-01-02T01:18:36.694806,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2568,2026-01-02T01:13:38.386154,MOBILE,OCR,"2B, 3.5, 3.6",,,,18 50 E VELOCIDAD MÁXIMA =,,00:00.4,,,"result: ""18
50
E
VELOCIDAD
MÁXIMA
=""",,,,0.4,,,,,,18 50 E VELOCIDAD MÁXIMA =
3035,2026-01-02T01:18:37.565000,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334716689.png,,,,0,,,,,,
3036,2026-01-02T01:18:37.571003,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"of td% [ | B "". P — - 3""",,,,0,,,,,,
3037,2026-01-02T01:18:37.577833,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.8,,converted output to speech,,,1.8,0,,,,,,
3038,2026-01-02T01:18:38.878591,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.3,,,starting,,,,1.3,,,,,,
3039,2026-01-02T01:18:39.327460,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (29822 bytes),,,,0.4,,,,,,
3040,2026-01-02T01:18:39.332033,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
3041,2026-01-02T01:18:39.335313,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,29822 bytes,,,,0,,,,,,
3042,2026-01-02T01:18:39.496966,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768,,,,0.2,,,,,,
3043,2026-01-02T01:18:39.503819,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
3044,2026-01-02T01:18:39.689990,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334719682.png,,,,0.2,,,,,,
3045,2026-01-02T01:18:39.713350,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
3046,2026-01-02T01:18:39.883734,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,no text found,,,,0.2,,,,,,
3047,2026-01-02T01:18:39.894809,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334719682.png,,,,0,,,,,,
3048,2026-01-02T01:18:39.896808,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"""No se detectó texto""",,,,0,,,,,,
3049,2026-01-02T01:18:39.905344,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.0,,converted output to speech,,,1,0,,,,,,
3050,2026-01-02T01:19:23.408964,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:43.5,,,starting,,,,43.5,,,,,,
3051,2026-01-02T01:19:23.995253,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (45728 bytes),,,,0.6,,,,,,
3052,2026-01-02T01:19:23.997942,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
3053,2026-01-02T01:19:24.000422,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,45728 bytes,,,,0,,,,,,
3054,2026-01-02T01:19:24.127528,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
3055,2026-01-02T01:19:24.151658,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
3056,2026-01-02T01:19:24.472955,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334764464.png,,,,0.3,,,,,,
3057,2026-01-02T01:19:24.475268,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2556,2026-01-02T01:13:36.752431,MOBILE,OCR,"2B, 3.5, 3.6",,,,b DAD MÁXIMA !,,00:00.3,,,"result: ""b
DAD
MÁXIMA
!""",,,,0.3,,,,,,b DAD MÁXIMA !
3059,2026-01-02T01:19:25.358974,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.0,,converted output to speech,,,2,0,,,,,,
3060,2026-01-02T01:19:26.041667,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,starting,,,,0.7,,,,,,
3061,2026-01-02T01:19:26.603433,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (32774 bytes),,,,0.6,,,,,,
3062,2026-01-02T01:19:26.607475,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
3063,2026-01-02T01:19:26.609017,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,32774 bytes,,,,0,,,,,,
3064,2026-01-02T01:19:26.740766,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
3065,2026-01-02T01:19:26.764335,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
3066,2026-01-02T01:19:27.011925,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334767002.png,,,,0.2,,,,,,
3067,2026-01-02T01:19:27.013906,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
3068,2026-01-02T01:19:27.141050,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,no text found,,,,0.1,,,,,,
3069,2026-01-02T01:19:27.145146,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334767002.png,,,,0,,,,,,
3070,2026-01-02T01:19:27.146979,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"""No se detectó texto""",,,,0,,,,,,
3071,2026-01-02T01:19:27.154389,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.1,,converted output to speech,,,1.1,0,,,,,,
3072,2026-01-02T01:19:28.377091,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.2,,,starting,,,,1.2,,,,,,
3073,2026-01-02T01:19:28.689610,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (41216 bytes),,,,0.3,,,,,,
3074,2026-01-02T01:19:28.697195,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
3075,2026-01-02T01:19:28.701342,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,41216 bytes,,,,0,,,,,,
3076,2026-01-02T01:19:28.837524,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
3077,2026-01-02T01:19:28.864603,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
3078,2026-01-02T01:19:29.165442,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334769154.png,,,,0.3,,,,,,
3079,2026-01-02T01:19:29.167295,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2544,2026-01-02T01:13:35.191806,MOBILE,OCR,"2B, 3.5, 3.6",,,,m ' - n lay VELOCIDAD MÁXIMA,,00:00.4,,,"result: ""m
'
-
n
lay
VELOCIDAD
MÁXIMA""",,,,0.4,,,,,,m
3081,2026-01-02T01:19:30.357698,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334769154.png,,,,0,,,,,,
3082,2026-01-02T01:19:30.359618,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"# ha 0s uéál E E Ya ""l 1 £ -5 = e A g — la = — — —""",,,,0,,,,,,
3083,2026-01-02T01:19:30.365343,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:02.0,,converted output to speech,,,2,0,,,,,,
3084,2026-01-02T01:19:37.952195,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:07.6,,,starting,,,,7.6,,,,,,
3085,2026-01-02T01:19:38.291577,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (39203 bytes),,,,0.3,,,,,,
3086,2026-01-02T01:19:38.299753,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
